DEPT,SUBJECT,TERMDESC,CRN,COURSE,TITLE,MEET1,INSTR,WHERE1,WHERE2,MAXENRL,CREDS,DAY1,DAY2,BEGINTIME1,ENDTIME1,BEGINTIME2,ENDTIME2,rptWHERE,rptDAYS,rptTIME
AFAS,Air Force Aerospace Studies,Spring 2024,35821,AFAS 120-01,Heritage and Value I,,, , ,0,1,,,,,,, ,,
AFAS,Air Force Aerospace Studies,Spring 2024,35822,AFAS 121-01,Heritage and Value II,L,"Berndt, Aaron (P)", , ,20,1,W,,1400,1450,,, ,W,1400-1450
AFAS,Air Force Aerospace Studies,Spring 2024,35823,AFAS 121L-01,Leadership Laboratory,B,"Lacy, Brent (P)", , ,20,1,W,,1500,1700,,, ,W,1500-1700
AFAS,Air Force Aerospace Studies,Spring 2024,35824,AFAS 251-01,Team and Leadership Fund II,L,"Salazar, Juan (P)", , ,20,1,W,,1300,1350,,, ,W,1300-1350
AFAS,Air Force Aerospace Studies,Spring 2024,35825,AFAS 251L-01,Leadership Lab II,L,"Lacy, Brent (P)", , ,20,1,W,,1500,1700,,, ,W,1500-1700
AFAS,Air Force Aerospace Studies,Spring 2024,35826,AFAS 301-01,Leading Ppl Eff Comm II,L,"Vasquez, Vicente (P)", , ,20,3,TR,,1400,1515,,, ,TR,1400-1515
AFAS,Air Force Aerospace Studies,Spring 2024,35828,AFAS 301L-01,Air Force Leadership Lab,B,"Lacy, Brent (P)", , ,20,1,W,,1500,1700,,, ,W,1500-1700
AFAS,Air Force Aerospace Studies,Spring 2024,35829,AFAS 329-01,Active Duty Phys Training Prep,L,"Lacy, Brent (P)", , ,20,1,MWF,,700,800,,, ,MWF,0700-0800
BIOL,Biology,Spring 2024,34146,BIOL 2110-01,Prin of Bio: Cell & Molecular,L,"Goncz, Kaarin (P)",JONESA 102, ,22,3,MWF,,1100,1150,,,JONESA 102,MWF,1100-1150
BIOL,Biology,Spring 2024,34021,BIOL 2110L-01,Prin of Bio: Cell & Molec Lab,B,"Goncz, Kaarin (P)",JONESA 224, ,16,1,W,,1400,1630,,,JONESA 224,W,1400-1630
BIOL,Biology,Spring 2024,35309,BIOL 2142-01,Phage Genome Annotation,L,"DeVeaux, Linda (P)",JONESA 104, ,16,1,TR,,1230,1345,,,JONESA 104,TR,1230-1345
BIOL,Biology,Spring 2024,35787,BIOL 2331-01,Psychobiology of Sex,L,"Thompson, Stewart (P)",CRAMER 107, ,25,3,MWF,,1200,1250,,,CRAMER 107,MWF,1200-1250
BIOL,Biology,Spring 2024,35310,BIOL 2610-01,"Prin of Bio:Biodiv, Eco, & Evo",L,"Duval, Benjamin (P)",JONESA 101, ,50,3,MWF,,1000,1050,,,JONESA 101,MWF,1000-1050
BIOL,Biology,Spring 2024,35311,BIOL 2610L-01,"Prin of Bio:Biodiv,Eco&Evo Lab",B,"Goncz, Kaarin (P)",JONESA 202, ,16,1,M,,1400,1630,,,JONESA 202,M,1400-1630
BIOL,Biology,Spring 2024,35312,BIOL 2610L-02,"Prin of Bio:Biodiv,Eco&Evo Lab",B,"Goncz, Kaarin (P)",JONESA 202, ,16,1,T,,1400,1630,,,JONESA 202,T,1400-1630
BIOL,Biology,Spring 2024,35313,BIOL 2610L-03,"Prin of Bio:Biodiv,Eco&Evo Lab",B,"Goncz, Kaarin (P)",JONESA 202, ,0,1,R,,1400,1630,,,JONESA 202,R,1400-1630
BIOL,Biology,Spring 2024,35314,BIOL 3011-01,Genetics,L,"Sharbrough, Joel (P)",CRAMER 120, ,32,3,MWF,,1000,1050,,,CRAMER 120,MWF,1000-1050
BIOL,Biology,Spring 2024,35315,BIOL 3011L-01,Genetics Lab,B,"Sharbrough, Joel (P)",JONESA 234, ,16,1,W,,1400,1630,,,JONESA 234,W,1400-1630
BIOL,Biology,Spring 2024,35316,BIOL 3011L-02,Genetics Lab,B,"Sharbrough, Joel (P)",JONESA 234, ,16,1,R,,1400,1630,,,JONESA 234,R,1400-1630
BIOL,Biology,Spring 2024,35317,BIOL 3043-01,Environmental Microbiology,L,"Jones, Daniel (P)",SPEARE 116, ,30,3,TR,,930,1045,,,SPEARE 116,TR,0930-1045
BIOL,Biology,Spring 2024,35318,BIOL 3043L-01,Environmental Microbiology Lab,B,"Jones, Daniel (P)",JONESA 230, ,20,1,R,,1400,1630,,,JONESA 230,R,1400-1630
BIOL,Biology,Spring 2024,35319,BIOL 3052-01,Anatomy and Physiology II,L,"Wilkinson, Stephen (P)",MSEC 105, ,30,3,TR,,1230,1345,,,MSEC 105,TR,1230-1345
BIOL,Biology,Spring 2024,35320,BIOL 3052L-01,Anatomy & Physiology II Lab,B,"Goncz, Kaarin (P)",JONESA 202, ,19,1,F,,1400,1630,,,JONESA 202,F,1400-1630
BIOL,Biology,Spring 2024,35321,BIOL 4002-01,Ecosystem Biology,L,"Duval, Benjamin (P)",JONESA 102, ,10,3,TR,,1230,1345,,,JONESA 102,TR,1230-1345
BIOL,Biology,Spring 2024,35323,BIOL 4009-01,Cell & Molecular Neuroscience,L,"Thompson, Stewart (P)",WEIR 132, ,10,3,MWF,,1100,1150,,,WEIR 132,MWF,1100-1150
BIOL,Biology,Spring 2024,35324,BIOL 4043-01,Molecular Biology,L,"Rogelj, Snezna (P)",SPEARE 23, ,12,3,TR,,1100,1215,,,SPEARE 23,TR,1100-1215
BIOL,Biology,Spring 2024,35327,BIOL 4043L-01,Molecular biology Lab,B,"Hughes, Willie (P) / DeVeaux, Linda",JONESA 230, ,12,1,W,,1400,1630,,,JONESA 230,W,1400-1630
BIOL,Biology,Spring 2024,35332,BIOL 4071-01,Life Sciences Seminar,S,"Rogelj, Snezna (P)",JONESA 101, ,30,1,W,,1200,1250,,,JONESA 101,W,1200-1250
BIOL,Biology,Spring 2024,35397,BIOL 4081-01D,FreeStyle Biosciences,L,"Rogelj, Snezna (P)",WEB-V , ,10,1,W,,1900,2100,,,WEB-V ,W,1900-2100
BIOL,Biology,Spring 2024,35783,BIOL 4089-01,Bacterial Lifestyles,L,"DeVeaux, Linda (P)", , ,20,3,,,,,,, ,,
BIOL,Biology,Spring 2024,35854,BIOL 4091-01,Special Problems,D,"Sharbrough, Joel (P)", , ,1,2,,,,,,, ,,
BIOL,Biology,Spring 2024,34183,BIOL 5000-01,Directed Research,D,"DeVeaux, Linda (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34184,BIOL 5000-02,Directed Research,D,"Duval, Benjamin (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34185,BIOL 5000-03,Directed Research,D,"Kieft, Thomas (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34186,BIOL 5000-04,Directed Research,D,"Rogelj, Snezna (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34187,BIOL 5000-05,Directed Research,D,"Thompson, Stewart (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,35342,BIOL 5000-06,Directed Research,D,"Sharbrough, Joel (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34188,BIOL 5001-01,Graduate Seminar. Parasites,D,"Rogelj, Snezna (P)",SPEARE 16, ,30,1,M,,1200,1250,,,SPEARE 16,M,1200-1250
BIOL,Biology,Spring 2024,35328,BIOL 5043-01,Molecular Biology,L,"Rogelj, Snezna (P)",SPEARE 23, ,6,3,TR,,1100,1215,,,SPEARE 23,TR,1100-1215
BIOL,Biology,Spring 2024,35329,BIOL 5043L-01,Molecular Biology Lab,B,"Hughes, Willie (P) / DeVeaux, Linda",JONESA 230, ,4,1,W,,1400,1630,,,JONESA 230,W,1400-1630
BIOL,Biology,Spring 2024,35795,BIOL 5081-01,Directed Study,D,"Jones, Daniel (P)", , ,1,1,,,,,,, ,,
BIOL,Biology,Spring 2024,35796,BIOL 5081-02,Directed Study,D,"Jones, Daniel (P)", , ,1,1,,,,,,, ,,
BIOL,Biology,Spring 2024,35803,BIOL 5081-03,Directed Study,D,"Jones, Daniel (P)", , ,1,1,,,,,,, ,,
BIOL,Biology,Spring 2024,35804,BIOL 5081-04,Directed Study,D,"DeVeaux, Linda (P)", , ,1,1,,,,,,, ,,
BIOL,Biology,Spring 2024,35805,BIOL 5081-05,Directed Study,D,"Jones, Daniel (P)", , ,1,1,,,,,,, ,,
BIOL,Biology,Spring 2024,34182,BIOL 5082-01D,FreeStyle BioSciences,L,"Rogelj, Snezna (P)",WEB-V , ,10,1,W,,1900,2100,,,WEB-V ,W,1900-2100
BIOL,Biology,Spring 2024,34164,BIOL 5089-01,Statistical Methods in Biology,L,"Sharbrough, Joel (P)",JONESA 102, ,20,3,T,,1730,2000,,,JONESA 102,T,1730-2000
BIOL,Biology,Spring 2024,34189,BIOL 5091-01,Thesis,T,"Duval, Benjamin (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34190,BIOL 5091-02,Thesis,T,"DeVeaux, Linda (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34191,BIOL 5091-03,Thesis,T,"Kieft, Thomas (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34192,BIOL 5091-04,Thesis,T,"Rogelj, Snezna (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34193,BIOL 5091-05,Thesis,T,"Thompson, Stewart (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,34194,BIOL 5091-06,Thesis,T,"Sharbrough, Joel (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biology,Spring 2024,35343,BIOL 5091-07,Thesis,T,"Jones, Daniel (P)", , ,10,Variable,,,,,,, ,,
BIOL,Biomedical Sciences,Spring 2024,35344,BMST 3000-01,Biomedical Sciences Seminar,L,"DeVeaux, Linda (P)",JONESA 104, ,12,1,M,,1200,1250,,,JONESA 104,M,1200-1250
BIOL,Biomedical Sciences,Spring 2024,35345,BMST 4096-01,Biomedical Research & Design,L,"Hassanalian, Mostafa (P)",WEIR 203, ,10,2,T,,1525,1640,,,WEIR 203,T,1525-1640
CC,Community Education Fine Arts,Spring 2024,35119,CEFA 1001-01,Hand Building in Clay,C,"Hatch, Patricia (P)",FACE 102, ,12,1,M,,1430,1630,,,FACE 102,M,1430-1630
CC,Community Education Fine Arts,Spring 2024,35120,CEFA 1002-01,Fundamentals of Photography,C,"Gino, Martha (P)",SPEARE 9, ,12,1,T,,1400,1455,,,SPEARE 9,T,1400-1455
CC,Community Education Fine Arts,Spring 2024,35121,CEFA 1002-02,Digital Photography,C,"Perreault, Anthony (P)",FACE 114, ,7,1,W,,1800,1900,,,FACE 114,W,1800-1900
CC,Community Education Fine Arts,Spring 2024,35122,CEFA 1003-01,Smartphone Photography,C,"Gino, Martha (P)",SPEARE 9, ,12,1,T,,1500,1555,,,SPEARE 9,T,1500-1555
CC,Community Education Fine Arts,Spring 2024,35190,CEFA 1004-01,Introduction to Photoshop,C,"Perreault, Anthony (P)",SPEARE 5, ,10,1,W,,1730,1830,,,SPEARE 5,W,1730-1830
CC,Community Education Fine Arts,Spring 2024,35193,CEFA 1004-02,Introduction to Photoshop,C,"Perreault, Anthony (P)",SPEARE 5, ,10,1,W,,1730,1830,,,SPEARE 5,W,1730-1830
CC,Community Education Fine Arts,Spring 2024,35123,CEFA 1005-01,Drawing Studio I,C,"Richardson, Judy (P)",FACE 114, ,12,1,T,,1730,1930,,,FACE 114,T,1730-1930
CC,Community Education Fine Arts,Spring 2024,35124,CEFA 1005-02,Drawing Studio I,C,"Richardson, Judy (P)",FACE 114, ,12,1,T,,1430,1630,,,FACE 114,T,1430-1630
CC,Community Education Fine Arts,Spring 2024,35125,CEFA 1006-02,Ink & Paint,C,"Richardson, Judy (P)",FACE 114, ,12,1,M,,1730,1930,,,FACE 114,M,1730-1930
CC,Community Education Fine Arts,Spring 2024,35126,CEFA 1008-01,Painting in Acrylics,C,"Montoya, Ramona (P)",FACW 104, ,17,1,R,,1800,2000,,,FACW 104,R,1800-2000
CC,Community Education Fine Arts,Spring 2024,35207,CEFA 1008-02,Painting in Acrylics,C,"Montoya, Ramona (P)",FACW 104, ,17,1,R,,1000,1200,,,FACW 104,R,1000-1200
CC,Community Education Fine Arts,Spring 2024,35206,CEFA 1008-03,Painting in Acrylics,C,"Montoya, Ramona (P)",FACW 104, ,17,1,T,,1000,1200,,,FACW 104,T,1000-1200
CC,Community Education Fine Arts,Spring 2024,35127,CEFA 1009-01,Beginning Painting in Oils,C,"Blomquist, Jenny (P)",FACW 104, ,17,1,T,,1715,1915,,,FACW 104,T,1715-1915
CC,Community Education Fine Arts,Spring 2024,35128,CEFA 1009-02,Painting in Oils,C,"Blomquist, Jenny (P)",FACW 104, ,17,1,M,,1245,1445,,,FACW 104,M,1245-1445
CC,Community Education Fine Arts,Spring 2024,35129,CEFA 1009-03,Beginning Painting in Oils,C,"Blomquist, Jenny (P)",FACW 104, ,17,1,R,,1515,1710,,,FACW 104,R,1515-1710
CC,Community Education Fine Arts,Spring 2024,35192,CEFA 1009-04,Painting in Oils,C,"Blomquist, Jenny (P)",FACW 104, ,17,1,R,,1550,1750,,,FACW 104,R,1550-1750
CC,Community Education Fine Arts,Spring 2024,35118,CEFA 1010-01,Wheel Thrown Ceramics I,C,"Hatch, Patricia (P)",FACE 102, ,12,1,M,,1730,1930,,,FACE 102,M,1730-1930
CC,Community Education Fine Arts,Spring 2024,35130,CEFA 1011-01,Metal Arts & Lapidary I,C,"Boracci, Theresa (P)",FACW 109, ,7,1,M,,1400,1650,,,FACW 109,M,1400-1650
CC,Community Education Fine Arts,Spring 2024,35131,CEFA 1011-02,Metal Arts & Lapidary I,C,"Boracci, Theresa (P)",FACW 109, ,10,1,T,,1830,2130,,,FACW 109,T,1830-2130
CC,Community Education Fine Arts,Spring 2024,35132,CEFA 1012-1,Enameling I,C,"Boracci, Theresa (P)",FACW 109, ,0,1,R,,1400,1700,,,FACW 109,R,1400-1700
CC,Community Education Fine Arts,Spring 2024,35135,CEFA 1013-1,Precious  Metal Clay I,C,"Boracci, Theresa (P)",FACW 109, ,0,1,R,,1800,2100,,,FACW 109,R,1800-2100
CC,Community Education Fine Arts,Spring 2024,35140,CEFA 1014-01,Armor Making,C,"Boracci, Theresa (P)",FACW 109, ,10,1,U,,1300,1700,,,FACW 109,U,1300-1700
CC,Community Education Fine Arts,Spring 2024,35133,CEFA 1015-01,Weaving I,C,"Gipson, Elizabeth (P)",FACE 114, ,12,1,W,,1530,1730,,,FACE 114,W,1530-1730
CC,Community Education Fine Arts,Spring 2024,35272,CEFA 1016-01,Mosaics,C,"Boracci, Theresa (P)",FACW 112, ,6,1,W,,1400,1650,,,FACW 112,W,1400-1650
CC,Community Education Fine Arts,Spring 2024,35747,CEFA 1017-01,Stained Glass,C,"Boracci, Theresa (P)",FACW 112, ,7,1,R,,1400,1650,,,FACW 112,R,1400-1650
CC,Community Education Fine Arts,Spring 2024,35752,CEFA 1018-01,Glass Fusing I,C,"Boracci, Theresa (P)",FACW 112, ,6,1,R,,1000,1150,,,FACW 112,R,1000-1150
CC,Community Education Fine Arts,Spring 2024,35134,CEFA 1020-01,Ceramics II,C,"Hatch, Patricia (P)",FACE 102, ,16,1,T,,1600,1800,,,FACE 102,T,1600-1800
CC,Community Education Fine Arts,Spring 2024,35137,CEFA 1021-01,Metal Arts & Lapidary II,C,"Boracci, Theresa (P)",FACW 109, ,7,1,M,,1830,2120,,,FACW 109,M,1830-2120
CC,Community Education Fine Arts,Spring 2024,35141,CEFA 1021-2,Metal Arts & Lapidary II,C,"Boracci, Theresa (P)",FACW 109, ,0,1,W,,1400,1650,,,FACW 109,W,1400-1650
CC,Community Education Fine Arts,Spring 2024,35138,CEFA 1022-1,Enameling II,C,"Boracci, Theresa (P)",FACW 109, ,0,1,R,,1300,1550,,,FACW 109,R,1300-1550
CC,Community Education Fine Arts,Spring 2024,35136,CEFA 1023-1,Precious Metal Clay II,C,"Boracci, Theresa (P)",FACW 109, ,0,1,R,,1800,2100,,,FACW 109,R,1800-2100
CC,Community Education Fine Arts,Spring 2024,35743,CEFA 1025-01,Weaving II,C,"Gipson, Elizabeth (P)",FACE 114, ,11,1,W,,1530,1730,,,FACE 114,W,1530-1730
CC,Community Education Fine Arts,Spring 2024,35745,CEFA 1027-01,Leatherwork,C,"Boracci, Theresa (P)",FACW 109, ,6,1,U,,1000,1300,,,FACW 109,U,1000-1300
CC,Community Education Fine Arts,Spring 2024,35750,CEFA 1029-01,Intermediate Painting in Oils,C,"Blomquist, Jenny (P)",FACW 104, ,17,1,W,,1515,1715,,,FACW 104,W,1515-1715
CC,Community Education Fine Arts,Spring 2024,35139,CEFA 1031-01,Metal  Arts & Lapidary III,C,"Boracci, Theresa (P)",FACW 109, ,10,1,W,,1830,2130,,,FACW 109,W,1830-2130
CC,Community Education Fine Arts,Spring 2024,35142,CEFA 1031-2,Metal  Arts & Lapidary III,C,"Boracci, Theresa (P)",FACW 109, ,0,1,T,,1800,2100,,,FACW 109,T,1800-2100
CC,Community Education Fine Arts,Spring 2024,35273,CEFA 1036-01,Stained Glass II,C,"Boracci, Theresa (P)",FACW 109, ,6,1,T,,1400,1650,,,FACW 109,T,1400-1650
CC,Community Education Phys Rec,Spring 2024,35143,CEPR 1001-01,Beginning Belly Dance,C,"Johnson, Julie (P)",GYM 1, ,20,1,MW,,1900,1955,,,GYM 1,MW,1900-1955
CC,Community Education Phys Rec,Spring 2024,35145,CEPR 1002-01,Dance Fit,C,,SAC , ,25,1,TR,,1730,1825,,,SAC ,TR,1730-1825
CC,Community Education Phys Rec,Spring 2024,35146,CEPR 1003-01,Basketball,C,"Armijo, Dezirae (P)",GYM , ,26,1,MW,,1800,1855,,,GYM ,MW,1800-1855
CC,Community Education Phys Rec,Spring 2024,35147,CEPR 1004-01,Beginning Golf,C,"Grijalva, Clemente (P)",GOLF , ,10,1,TR,,1300,1355,,,GOLF ,TR,1300-1355
CC,Community Education Phys Rec,Spring 2024,35149,CEPR 1005-01,Cycle Spinning,C,"Padilla, Kim (P)",GYM , ,12,1,MW,,630,730,,,GYM ,MW,0630-0730
CC,Community Education Phys Rec,Spring 2024,35150,CEPR 1005-02,Cycle Spinning,C,"Padilla, Kim (P)",GYM , ,12,1,TR,,630,730,,,GYM ,TR,0630-0730
CC,Community Education Phys Rec,Spring 2024,35151,CEPR 1005-03,Cycle Spinning,C,"Demorest, Sara (P)",GYM , ,12,1,MW,,1200,1300,,,GYM ,MW,1200-1300
CC,Community Education Phys Rec,Spring 2024,35152,CEPR 1005-04,Cycle Spinning,C,"Demorest, Sara (P)",GYM , ,12,1,TR,,1200,1300,,,GYM ,TR,1200-1300
CC,Community Education Phys Rec,Spring 2024,35153,CEPR 1005-05,Cycle Spinning,C,"Padilla, Kim (P)",GYM , ,12,1,MW,,1715,1815,,,GYM ,MW,1715-1815
CC,Community Education Phys Rec,Spring 2024,35154,CEPR 1006-01,Indoor Soccer,C,"Armijo, Dezirae (P)",GYM , ,25,1,MW,,2000,2055,,,GYM ,MW,2000-2055
CC,Community Education Phys Rec,Spring 2024,35156,CEPR 1006-02,Indoor Soccer,C,"Armijo, Dezirae (P)",GYM , ,25,1,MW,,2100,2155,,,GYM ,MW,2100-2155
CC,Community Education Phys Rec,Spring 2024,35155,CEPR 1007-1,Volleyball,C,"Sandoval, April (P)",GYM , ,25,1,TR,,1700,1800,,,GYM ,TR,1700-1800
CC,Community Education Phys Rec,Spring 2024,35157,CEPR 1008-1,Rugby,C,"Hathaway, Christopher (P)",SPEARE 116,FIELD ,0,1,T,R,1730,1830,1730,1830,SPEARE 116 / FIELD ,T / R,1730-1830 / 1730-1830
CC,Community Education Phys Rec,Spring 2024,35161,CEPR 1009-02,Beginning Yoga,C,"Griffin-Taylor, Margaret (P)",SAC , ,20,1,MW,,1715,1810,,,SAC ,MW,1715-1810
CC,Community Education Phys Rec,Spring 2024,35755,CEPR 1009-03,Yoga,C,"Begay, Melissa (P)",GYM 1, ,25,1,TR,,1205,1255,,,GYM 1,TR,1205-1255
CC,Community Education Phys Rec,Spring 2024,35158,CEPR 1009-1,Beginning Yoga,C,"Begay, Melissa (P)",GYM 1, ,20,1,MW,,1200,1300,,,GYM 1,MW,1200-1300
CC,Community Education Phys Rec,Spring 2024,35159,CEPR 1010-1,Stress Mgmt: Mindfulness,C,"Wilks, Maureen (P)",CRAMER 124, ,15,1,M,,1730,1900,,,CRAMER 124,M,1730-1900
CC,Community Education Phys Rec,Spring 2024,35160,CEPR 1011-01,Slo Flo Yoga,C,"Griffin-Taylor, Margaret (P)",WEB-V , ,25,1,TR,,1715,1810,,,WEB-V ,TR,1715-1810
CC,Community Education Phys Rec,Spring 2024,35162,CEPR 1011-02,Slo Flo Yoga,C,"Griffin-Taylor, Margaret (P)",SAC , ,20,1,MW,,1600,1655,,,SAC ,MW,1600-1655
CC,Community Education Phys Rec,Spring 2024,35163,CEPR 1012-01,Pilates,C,"Marsyla, Carrie (P)",GYM EAST GYM, ,30,1,MW,,1200,1250,,,GYM EAST GYM,MW,1200-1250
CC,Community Education Phys Rec,Spring 2024,35164,CEPR 1013-01,Self Defense,C,"Corpolongo, Douglas (P)",GYM 1, ,15,1,F,,1500,1655,,,GYM 1,F,1500-1655
CC,Community Education Phys Rec,Spring 2024,35165,CEPR 1014-01,Tai Chi Chuan,C,"Miller, Pnina (P)",SAC , ,15,1,TR,,1600,1700,,,SAC ,TR,1600-1700
CC,Community Education Phys Rec,Spring 2024,35166,CEPR 1015-01,Weightlifting,C,"Adams, Robert (P)",GYM , ,20,1,TR,,1900,1955,,,GYM ,TR,1900-1955
CC,Community Education Phys Rec,Spring 2024,35167,CEPR 1015-02,Weightlifting,C,"Adams, Robert (P)",GYM , ,20,1,TR,,2000,2055,,,GYM ,TR,2000-2055
CC,Community Education Phys Rec,Spring 2024,35168,CEPR 1015-03,Weightlifting,C,"Adams, Robert (P)",GYM , ,20,1,TR,,1800,1855,,,GYM ,TR,1800-1855
CC,Community Education Phys Rec,Spring 2024,35169,CEPR 1016-01,Taijutsu,C,"George, Alexander (P)",SAC , ,20,1,MW,,1830,1925,,,SAC ,MW,1830-1925
CC,Community Education Phys Rec,Spring 2024,35170,CEPR 1017-01,Archery,C,"Olney, Brian (P)", , ,25,1,M,,1930,2125,,, ,M,1930-2125
CC,Community Education Phys Rec,Spring 2024,35171,CEPR 1018-01,Beg. Rock Climbing,C,"Roberts, Scott (P)",GYM , ,10,1,T,,1350,1650,,,GYM ,T,1350-1650
CC,Community Education Phys Rec,Spring 2024,35173,CEPR 1018-02,Beg. Rock Climbing,C,"Roberts, Scott (P)",GYM , ,10,1,M,,1350,1650,,,GYM ,M,1350-1650
CC,Community Education Phys Rec,Spring 2024,35172,CEPR 1019-01,Bouldering,C,"Roberts, Scott (P)",GYM , ,10,1,R,,1350,1650,,,GYM ,R,1350-1650
CC,Community Education Phys Rec,Spring 2024,35753,CEPR 1020-01,Fitness Bootcamp,C,"Begay, Melissa (P)",GYM , ,25,1,MW,,1630,1720,,,GYM ,MW,1630-1720
CC,Community Education Phys Rec,Spring 2024,35144,CEPR 1021-01,Intermediate Belly Dancing,C,"Johnson, Julie (P)",GYM 1, ,20,1,MW,,2000,2055,,,GYM 1,MW,2000-2055
CC,Community Education Phys Rec,Spring 2024,35148,CEPR 1024-01,Intermediate Golf,C,"Grijalva, Clemente (P)",GOLF , ,10,1,TR,,1100,1155,,,GOLF ,TR,1100-1155
CC,Community Education Phys Rec,Spring 2024,35247,CEPR 1025-01,Concept of Pers Health & Well,C,, , ,20,1,,,,,,, ,,
CC,Community Outreach Non-Credit,Spring 2024,35174,CONC 1001-01,Piano I,C,"Benalil, Gaby (P)",WEB-V , ,10,0,,,,,,,WEB-V ,,
CC,Community Outreach Non-Credit,Spring 2024,35175,CONC 1002-01,Vocal Studio,C,"Benalil, Gaby (P)",WEB-V , ,10,0,,,,,,,WEB-V ,,
CC,Community Outreach Non-Credit,Spring 2024,35176,CONC 1003-01,Group Voice,C,"Benalil, Gaby (P)",WEB-V , ,10,0,,,,,,,WEB-V ,,
CC,Community Outreach Non-Credit,Spring 2024,35177,CONC 1004-01,Strings I,C,"Benalil, Gaby (P)",RH , ,10,0,TR,,1200,1300,,,RH ,TR,1200-1300
CC,Community Outreach Non-Credit,Spring 2024,35178,CONC 1004-02,Strings I,C,"Benalil, Gaby (P)",WEB-V , ,10,0,,,,,,,WEB-V ,,
CC,Community Outreach Non-Credit,Spring 2024,35179,CONC 1005-01,Chamber Orchestra,C,"Benalil, Gaby (P)",RH , ,10,0,TR,,930,1045,,,RH ,TR,0930-1045
CC,Community Outreach Non-Credit,Spring 2024,35257,CONC 1006-01,Welding For HS,C,"Gonzales, Kenneth (P)",SOC HS SHOP, ,30,0,F,,830,1230,,,SOC HS SHOP,F,0830-1230
CC,Community Outreach Non-Credit,Spring 2024,35258,CONC 1007-01,Welding Adult,C,"Gonzales, Kenneth (P)",SOC HS SHOP, ,30,0,TR,,1730,1930,,,SOC HS SHOP,TR,1730-1930
CC,Community Outreach Non-Credit,Spring 2024,35261,CONC 1008-01,Drawing Studio I Non Credit,C,"Richardson, Judy (P)",FACE 114, ,5,0,T,,1730,1930,,,FACE 114,T,1730-1930
CC,Community Outreach Non-Credit,Spring 2024,35280,CONC 1009-01,Beginning Belly Dancing,C,"Johnson, Julie (P)",GYM 1, ,5,0,MW,,1900,1955,,,GYM 1,MW,1900-1955
CC,Community Outreach Non-Credit,Spring 2024,35784,CONC 1011-01,HAM Radio,C,"Price, Seth (P)",JONES 227, ,15,0,W,,1700,1800,,,JONES 227,W,1700-1800
CC,Community Outreach Non-Credit,Spring 2024,35785,CONC 1012-01,Small Arms Reloading,C,"McLemore, James (P)",TBA , ,15,0,W,,1800,2000,,,TBA ,W,1800-2000
CC,Community Outreach Non-Credit,Spring 2024,35786,CONC 1013-01,Jazz,C,"Benalil, Gaby (P)",RH , ,10,0,TR,,1100,1215,,,RH ,TR,1100-1215
CC,Community Outreach Non-Credit,Spring 2024,35800,CONC 1014-01,Non Cred Weaving II,C,"Gipson, Elizabeth (P)",FACE 114, ,1,0,W,,1530,1730,,,FACE 114,W,1530-1730
CC,Community Outreach Non-Credit,Spring 2024,35801,CONC 1015-01,Non Cred Fitness Bootcamp,C,"Begay, Melissa (P)",GYM 1, ,5,0,MW,,1640,1730,,,GYM 1,MW,1640-1730
CC,Community Outreach Non-Credit,Spring 2024,35802,CONC 1016-01,Non Cred Yoga,C,"Begay, Melissa (P)",GYM 1, ,5,0,TR,,1205,1255,,,GYM 1,TR,1205-1255
CC,Community Outreach Non-Credit,Spring 2024,35806,CONC 1017-01,Non Cred Wheel Thrown Ceramics,C,"Hatch, Patricia (P)",FACE 102, ,1,0,M,,1730,1930,,,FACE 102,M,1730-1930
CC,Community Outreach Non-Credit,Spring 2024,35810,CONC 1018-01,Non Credit Cycle Spinning,C,"Padilla, Kim (P)",GYM , ,3,0,MW,,1715,1815,,,GYM ,MW,1715-1815
CC,Community Outreach Non-Credit,Spring 2024,35832,CONC 1019-01,Non Credit Digital Photography,C,"Perreault, Anthony (P)",FACE 114, ,2,0,W,,1800,1900,,,FACE 114,W,1800-1900
CC,Community Outreach Non-Credit,Spring 2024,35872,CONC 1020-01,Non Credit Tai Chi Chuan,C,"Miller, Pnina (P)", , ,2,0,TR,,1600,1700,,, ,TR,1600-1700
CC,Community Outreach Non-Credit,Spring 2024,35244,CONC 1189-01,"Rock, Blues & Folk Performance",C,"Haverstick, Neil (P)",RH , ,20,0,W,,1700,1845,,,RH ,W,1700-1845
