GEOL 4090, 24554.0, MWF, 10:00 AM - 10:50 AM, 3.0, GEOL 4090 - Principles of Geochemistry (M/W/F 10:00 AM - 10:50 AM)
CEPR 1000C, 24480.0, TR, 07:00 PM - 07:55 PM, 1.0, CEPR 1000C - Weight Lifting (T/R 07:00 PM - 07:55 PM)
CEPR 1000C, 24481.0, TR, 08:00 PM - 08:55 PM, 1.0, CEPR 1000C - Weight Lifting (T/R 08:00 PM - 08:55 PM)
CEPR 1000C, 24482.0, TR, 06:00 PM - 06:55 PM, 1.0, CEPR 1000C - Weight Lifting (T/R 06:00 PM - 06:55 PM)
CEPR 1002C, 24532.0, MW, 04:30 PM - 05:20 PM, 1.0, CEPR 1002C - Fitness Bootcamp (M/W 04:30 PM - 05:20 PM)
CEPR 1003C, 24505.0, MW, 06:30 AM - 07:30 AM, 1.0, CEPR 1003C - Spinning (M/W 06:30 AM - 07:30 AM)
CEPR 1003C, 24506.0, TR, 06:30 AM - 07:30 AM, 1.0, CEPR 1003C - Spinning (T/R 06:30 AM - 07:30 AM)
CEPR 1003C, 24507.0, MW, 12:00 PM - 01:00 PM, 1.0, CEPR 1003C - Spinning (M/W 12:00 PM - 01:00 PM)
CEPR 1003C, 24508.0, MW, 05:15 PM - 06:15 PM, 1.0, CEPR 1003C - Spinning (M/W 05:15 PM - 06:15 PM)
CEPR 1008C, 24520.0, TR, 01:00 PM - 01:55 PM, 1.0, CEPR 1008C - Beginning Golf (T/R 01:00 PM - 01:55 PM)
CEPR 1009C, 24518.0, T, 07:30 PM - 09:25 PM, 1.0, CEPR 1009C - Archery (T 07:30 PM - 09:25 PM)
CEPR 1010C, 24511.0, TR, 05:00 PM - 06:00 PM, 1.0, CEPR 1010C - Volleyball (T/R 05:00 PM - 06:00 PM)
CEPR 1011C, 24519.0, MW, 06:00 PM - 06:55 PM, 1.0, CEPR 1011C - Basketball (M/W 06:00 PM - 06:55 PM)
CEPR 1012C, 24509.0, MW, 08:00 PM - 08:55 PM, 1.0, CEPR 1012C - Indoor Soccer (M/W 08:00 PM - 08:55 PM)
CEPR 1012C, 24510.0, MW, 09:00 PM - 09:55 PM, 1.0, CEPR 1012C - Indoor Soccer (M/W 09:00 PM - 09:55 PM)
CEPR 1014C, 24512.0, T, 05:30 PM - 06:25 PM, 1.0, CEPR 1014C - Rugby (T 05:30 PM - 06:25 PM)
CEPR 1020C, 24513.0, MW, 05:15 PM - 06:10 PM, 1.0, CEPR 1020C - Beginning Yoga (M/W 05:15 PM - 06:10 PM)
CEPR 1020C, 24514.0, TR, 12:00 PM - 12:50 PM, 1.0, CEPR 1020C - Beginning Yoga (T/R 12:00 PM - 12:50 PM)
CEPR 1022C, 24515.0, TR, 05:15 PM - 06:15 PM, 1.0, CEPR 1022C - Slow Flow Yoga (T/R 05:15 PM - 06:15 PM)
CEPR 1022C, 24516.0, MW, 04:00 PM - 04:55 PM, 1.0, CEPR 1022C - Slow Flow Yoga (M/W 04:00 PM - 04:55 PM)
CEPR 1023C, 24517.0, MW, 12:00 PM - 12:50 PM, 1.0, CEPR 1023C - Pilates Matwork (M/W 12:00 PM - 12:50 PM)
CEPR 1042C, 24524.0, MW, 06:30 PM - 07:25 PM, 1.0, CEPR 1042C - Taijutsu (M/W 06:30 PM - 07:25 PM)
CEPR 1043C, 24525.0, TR, 04:30 PM - 05:30 PM, 1.0, CEPR 1043C - Tai Chi Chuan (T/R 04:30 PM - 05:30 PM)
CEPR 1050C, 24529.0, MW, 07:00 PM - 07:55 PM, 1.0, CEPR 1050C - Beginning Belly Dance (M/W 07:00 PM - 07:55 PM)
CEPR 1061C, 24526.0, T, 01:00 PM - 04:55 PM, 1.0, CEPR 1061C - Beginning Rock Climbing (T 01:00 PM - 04:55 PM)
CEFA 0289C, 24592.0, T, 09:30 AM - 12:15 PM, 1.0, CEFA 0289C - Ceramics II (T 09:30 AM - 12:15 PM)
CEFA 0289C, 24593.0, T, 05:00 PM - 07:15 PM, 1.0, CEFA 0289C - Ceramics II (T 05:00 PM - 07:15 PM)
CEFA 1010C, 24465.0, W, 03:30 PM - 05:30 PM, 1.0, CEFA 1010C - Weaving I (W 03:30 PM - 05:30 PM)
CEFA 1020C, 24463.0, T, 05:30 PM - 07:30 PM, 1.0, CEFA 1020C - Drawing Studio (T 05:30 PM - 07:30 PM)
CEFA 1030C, 24462.0, W, 06:00 PM - 07:00 PM, 1.0, CEFA 1030C - Intro to Digital Photography (W 06:00 PM - 07:00 PM)
CEFA 1052C, 24492.0, T, 02:15 PM - 04:45 PM, 1.0, CEFA 1052C - Painting in Oils I (T 02:15 PM - 04:45 PM)
CEFA 1052C, 24493.0, T, 12:15 PM - 02:10 PM, 1.0, CEFA 1052C - Painting in Oils I (T 12:15 PM - 02:10 PM)
CEFA 1053C, 24489.0, R, 06:00 PM - 08:00 PM, 1.0, CEFA 1053C - Painting in Acrylics (R 06:00 PM - 08:00 PM)
CEFA 1053C, 24490.0, R, 10:00 AM - 12:00 PM, 1.0, CEFA 1053C - Painting in Acrylics (R 10:00 AM - 12:00 PM)
CEFA 1053C, 24491.0, T, 10:00 AM - 12:00 PM, 1.0, CEFA 1053C - Painting in Acrylics (T 10:00 AM - 12:00 PM)
CEFA 1055C, 24494.0, W, 04:15 PM - 06:45 PM, 1.0, CEFA 1055C - Intermediate Painting in Oils (W 04:15 PM - 06:45 PM)
CEFA 1060C, 24497.0, W, 02:00 PM - 04:50 PM, 1.0, CEFA 1060C - Glass Mosaics (W 02:00 PM - 04:50 PM)
CEFA 1061C, 24569.0, T, 02:00 PM - 04:50 PM, 1.0, CEFA 1061C - Stained Glass (T 02:00 PM - 04:50 PM)
CEFA 1062C, 24504.0, W, 10:00 AM - 11:50 AM, 1.0, CEFA 1062C - Glass Fusing (W 10:00 AM - 11:50 AM)
CEFA 1070C, 24461.0, M, 05:30 PM - 07:30 PM, 2.0, CEFA 1070C - Hand Building in Clay (M 05:30 PM - 07:30 PM)
CEFA 1071C, 24495.0, M, 02:30 PM - 04:30 PM, 1.0, CEFA 1071C - Wheel Thrown Ceramics I (M 02:30 PM - 04:30 PM)
CEFA 1082C, 24496.0, M, 02:00 PM - 04:50 PM, 1.0, CEFA 1082C - Beginning Metal Arts/Lapidary (M 02:00 PM - 04:50 PM)
CEFA 1089C, 24530.0, M, 05:30 PM - 07:30 PM, 1.0, CEFA 1089C - Sculpture (M 05:30 PM - 07:30 PM)
CEFA 1090C, 24500.0, T, 06:30 PM - 09:20 PM, 1.0, CEFA 1090C - Leatherwork (T 06:30 PM - 09:20 PM)
CEFA 2061C, 24499.0, R, 02:00 PM - 04:50 PM, 1.0, CEFA 2061C - Stained Glass II (R 02:00 PM - 04:50 PM)
CEFA 2082C, 24503.0, M, 06:30 PM - 09:20 PM, 1.0, CEFA 2082C - Metal Arts/Lapidary II (M 06:30 PM - 09:20 PM)
CE 101, 24021.0, R, 12:30 PM - 01:20 PM, 1.0, CE 101 - Civil Engineering Seminar (R 12:30 PM - 01:20 PM)
CE 3002, 23344.0, MWF, 10:00 AM - 10:50 AM, 3.0, CE 3002 - Intro to Structural Engr (M/W/F 10:00 AM - 10:50 AM)
CE 4002, 23341.0, TR, 12:30 PM - 01:45 PM, 3.0, CE 4002 - Intro to Transportation Engr (T/R 12:30 PM - 01:45 PM)
CE 4003, 24417.0, TR, 03:30 PM - 04:45 PM, 3.0, CE 4003 - Infrastructure (T/R 03:30 PM - 04:45 PM)
CE 4007, 23342.0, MWF, 08:00 AM - 08:50 AM, 3.0, CE 4007 - Design of Concrete Structures (M/W/F 08:00 AM - 08:50 AM)
CE 4081, 23343.0, R, 02:00 PM - 03:15 PM, 1.0, CE 4081 - Senior Engineering Design I (R 02:00 PM - 03:15 PM)
ENVE 101, 24310.0, R, 12:30 PM - 01:20 PM, 1.0, ENVE 101 - Environmental Engr Seminar (R 12:30 PM - 01:20 PM)
ENVE 201, 24314.0, TR, 09:30 AM - 10:45 AM, 3.0, ENVE 201 - Intro to Envir. Science & Engr (T/R 09:30 AM - 10:45 AM)
ENVE 4011, 23394.0, MW, 12:00 PM - 12:50 PM, 4.0, ENVE 4011 - Solid & Hazardous Waste Engr (M/W 12:00 PM - 12:50 PM)
ENVE 4013, 24458.0, F, 03:00 PM - 03:50 PM, 4.0, ENVE 4013 - Air Resources Engineering (F 03:00 PM - 03:50 PM)
CEE 5002, 24596.0, TR, 12:30 PM - 01:45 PM, 3.0, CEE 5002 - Intro to Transport Engineering (T/R 12:30 PM - 01:45 PM)
CEE 5005, 24418.0, TR, 03:30 PM - 04:45 PM, 3.0, CEE 5005 - Infrastructure (T/R 03:30 PM - 04:45 PM)
CEE 5007, 23347.0, MWF, 08:00 AM - 08:50 AM, 3.0, CEE 5007 - Design of Concrete Structures (M/W/F 08:00 AM - 08:50 AM)
CEE 5013, 23349.0, F, 03:00 PM - 03:50 PM, 4.0, CEE 5013 - Air Resources Engineering (F 03:00 PM - 03:50 PM)
CEE 5071, 24419.0, MWF, 01:00 PM - 01:50 PM, 3.0, CEE 5071 - Proces for Res Recov Wastewat (M/W/F 01:00 PM - 01:50 PM)
CHEM 0130, 23159.0, W, 12:00 PM - 12:50 PM, 1.0, CHEM 0130 - Issues in Chem and Biochem (W 12:00 PM - 12:50 PM)
CHEM 1120, 23142.0, MT, 06:30 PM - 09:20 PM, 4.0, CHEM 1120 - Intro to Chemistry (M/T 06:30 PM - 09:20 PM)
CHEM 1215, 23072.0, MWF, 10:00 AM - 10:50 AM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 10:00 AM - 10:50 AM)
CHEM 1215, 23073.0, MWF, 11:00 AM - 11:50 AM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 11:00 AM - 11:50 AM)
CHEM 1215, 23074.0, MWF, 12:00 PM - 12:50 PM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 12:00 PM - 12:50 PM)
CHEM 1215, 23147.0, MWF, 01:00 PM - 01:50 PM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 01:00 PM - 01:50 PM)
CHEM 1215L, 23075.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (M 02:00 PM - 04:30 PM)
CHEM 1215L, 23076.0, M, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (M 06:30 PM - 09:00 PM)
CHEM 1215L, 23077.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (T 02:00 PM - 04:30 PM)
CHEM 1215L, 23078.0, T, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (T 06:30 PM - 09:00 PM)
CSE 4089, 23536.0, T, 03:30 PM - 06:30 PM, 3.0, CSE 4089 - Foundations of Info Security (T 03:30 PM - 06:30 PM)
GEOL 5089, 24402.0, W, 02:00 PM - 03:30 PM, 1.0, GEOL 5089 - Regional Tectonic Systems Sem. (W 02:00 PM - 03:30 PM)
CH E 1010, 23284.0, TR, 01:00 PM - 01:50 PM, 1.0, CH E 1010 - Intro to Chemical Engineering (T/R 01:00 PM - 01:50 PM)
CH E 1010L, 23285.0, T, 02:00 PM - 04:00 PM, 1.0, CH E 1010L - Intro to Chemical Engr. Lab (T 02:00 PM - 04:00 PM)
CH E 3026, 23286.0, MWF, 10:00 AM - 10:50 AM, 3.0, CH E 3026 - Principles of Chemical Engr I (M/W/F 10:00 AM - 10:50 AM)
CH E 3049, 23287.0, TR, 12:30 PM - 01:45 PM, 3.0, CH E 3049 - Chemical Engr. Thermodynamics (T/R 12:30 PM - 01:45 PM)
CH E 3071, 23288.0, TR, 11:00 AM - 12:15 PM, 3.0, CH E 3071 - Solution Methods for Chem Eng (T/R 11:00 AM - 12:15 PM)
CH E 4045L, 23289.0, W, 02:00 PM - 05:00 PM, 1.0, CH E 4045L - Unit Operations Lab (W 02:00 PM - 05:00 PM)
CH E 4049, 24326.0, MWF, 08:00 AM - 08:50 AM, 3.0, CH E 4049 - Nanostructures & Nanotech (M/W/F 08:00 AM - 08:50 AM)
CH E 4061, 23290.0, TR, 12:30 PM - 01:45 PM, 3.0, CH E 4061 - Plant Design, Econ, & Mgmt I (T/R 12:30 PM - 01:45 PM)
CH E 4068, 24319.0, MWF, 10:00 AM - 10:50 AM, 3.0, CH E 4068 - Surfaces,Interfaces, &Colloids (M/W/F 10:00 AM - 10:50 AM)
CH E 4076, 24570.0, TR, 09:30 AM - 10:45 AM, 3.0, CH E 4076 - Drug Delivery Techniques (T/R 09:30 AM - 10:45 AM)
CH E 5049, 24324.0, MWF, 08:00 AM - 08:50 AM, 3.0, CH E 5049 - Nanostructures & Nanotech (M/W/F 08:00 AM - 08:50 AM)
CH E 5049, 24325.0, MWF, 08:00 AM - 08:50 AM, 3.0, CH E 5049 - Nanostructures & Nanotech (M/W/F 08:00 AM - 08:50 AM)
CH E 5068, 24320.0, MWF, 10:00 AM - 10:50 AM, 3.0, CH E 5068 - Surfaces,Interfaces,&Colloids (M/W/F 10:00 AM - 10:50 AM)
CH E 5068, 24321.0, MWF, 10:00 AM - 10:50 AM, 3.0, CH E 5068 - Surfaces,Interfaces,&Colloids (M/W/F 10:00 AM - 10:50 AM)
CH E 5076, 24322.0, TR, 09:30 AM - 10:45 AM, 3.0, CH E 5076 - Drug Delivery Techniques (T/R 09:30 AM - 10:45 AM)
CH E 5076, 24323.0, TR, 09:30 AM - 10:45 AM, 3.0, CH E 5076 - Drug Delivery Techniques (T/R 09:30 AM - 10:45 AM)
CH E 5085, 23306.0, F, 12:00 PM - 12:50 PM, 1.0, CH E 5085 - Graduate Seminar (F 12:00 PM - 12:50 PM)
BFIN 3002, 24442.0, TR, 12:30 PM - 01:45 PM, 3.0, BFIN 3002 - Intro Financial Economics (T/R 12:30 PM - 01:45 PM)
BIOT 5003, 24329.0, TR, 09:30 AM - 10:45 AM, 3.0, BIOT 5003 - Biochemical Technology (T/R 09:30 AM - 10:45 AM)
BIOT 5015, 24545.0, MWF, 01:00 PM - 01:50 PM, 3.0, BIOT 5015 - Geomicrobiology (M/W/F 01:00 PM - 01:50 PM)
BIOT 5035, 24117.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOT 5035 - Bioinformatics (M/W/F 11:00 AM - 11:50 AM)
BIOT 5089, 24331.0, TR, 09:30 AM - 10:45 AM, 3.0, BIOT 5089 - Chemistry of Biomolecules (T/R 09:30 AM - 10:45 AM)
CEPR 2008C, 24528.0, TR, 11:00 AM - 11:55 AM, 1.0, CEPR 2008C - Intermediate Golf (T/R 11:00 AM - 11:55 AM)
CHEM 1215L, 23079.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (W 02:00 PM - 04:30 PM)
CHEM 1215L, 23080.0, W, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (W 06:30 PM - 09:00 PM)
CHEM 1215L, 23114.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (R 02:00 PM - 04:30 PM)
CHEM 1225, 23081.0, MWF, 09:00 AM - 09:50 AM, 3.0, CHEM 1225 - General Chemistry II (M/W/F 09:00 AM - 09:50 AM)
CHEM 1225L, 23082.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 1225L - General Chemistry II Lab (T 02:00 PM - 04:30 PM)
CHEM 1225L, 23083.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 1225L - General Chemistry II Lab (W 02:00 PM - 04:30 PM)
CHEM 1225L, 23084.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 1225L - General Chemistry II Lab (R 02:00 PM - 04:30 PM)
CHEM 3011, 23203.0, MWF, 11:00 AM - 11:50 AM, 3.0, CHEM 3011 - Quantitative Analysis (M/W/F 11:00 AM - 11:50 AM)
CHEM 3011L, 23204.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 3011L - Quantitative Analysis Lab (M 02:00 PM - 04:30 PM)
CHEM 3011L, 23205.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 3011L - Quantitative Analysis Lab (W 02:00 PM - 04:30 PM)
CHEM 3031, 23206.0, MWF, 12:00 PM - 12:50 PM, 3.0, CHEM 3031 - Physical Chemistry I (M/W/F 12:00 PM - 12:50 PM)
CHEM 3031L, 23207.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 3031L - Physical Chemistry I Lab (T 02:00 PM - 04:30 PM)
CHEM 3031L, 23208.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 3031L - Physical Chemistry I Lab (W 02:00 PM - 04:30 PM)
CSE 5041, 23542.0, TR, 11:00 AM - 12:15 PM, 3.0, CSE 5041 - Advanced Cryptography (T/R 11:00 AM - 12:15 PM)
CSE 5061, 23543.0, T, 06:30 PM - 08:30 PM, 3.0, CSE 5061 - Foundtns of Informatn Security (T 06:30 PM - 08:30 PM)
CSE 5067, 23544.0, W, 06:00 PM - 08:30 PM, 3.0, CSE 5067 - Soft Computing (W 06:00 PM - 08:30 PM)
CSE 5067, 23548.0, W, 06:00 PM - 08:30 PM, 3.0, CSE 5067 - Soft Computing (W 06:00 PM - 08:30 PM)
CSE 5085, 23545.0, WF, 03:00 PM - 03:50 PM, 3.0, CSE 5085 - Graduate Seminar (W/F 03:00 PM - 03:50 PM)
CSE 5085, 23547.0, WF, 03:00 PM - 03:50 PM, 3.0, CSE 5085 - Graduate Seminar (W/F 03:00 PM - 03:50 PM)
CSE 5089, 23556.0, TR, 02:00 PM - 03:15 PM, 3.0, CSE 5089 - Intro to Data Science (T/R 02:00 PM - 03:15 PM)
CSE 5089, 23587.0, TR, 03:30 PM - 04:45 PM, 3.0, CSE 5089 - Computer Vision (T/R 03:30 PM - 04:45 PM)
BMST 3001, 23195.0, F, 12:00 PM - 12:50 PM, 2.0, BMST 3001 - Genetic Eng.: At the Bench (F 12:00 PM - 12:50 PM)
BMST 4095, 23179.0, MWF, 11:00 AM - 11:50 AM, 2.0, BMST 4095 - Biomedical research & Design (M/W/F 11:00 AM - 11:50 AM)
BIOL 1131, 23141.0, M, 12:00 PM - 12:50 PM, 1.0, BIOL 1131 - Intro to Biology & BMS (M 12:00 PM - 12:50 PM)
BIOL 2110, 23146.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOL 2110 - Prin of Bio: Cell & Molecular (M/W/F 11:00 AM - 11:50 AM)
BIOL 2110L, 23022.0, T, 02:00 PM - 04:30 PM, 1.0, BIOL 2110L - Prin of Bio: Cell & Molec Lab (T 02:00 PM - 04:30 PM)
BIOL 2110L, 23023.0, W, 02:00 PM - 04:30 PM, 1.0, BIOL 2110L - Prin of Bio: Cell & Molec Lab (W 02:00 PM - 04:30 PM)
BIOL 2141, 23304.0, MR, 02:00 PM - 04:30 PM, 2.0, BIOL 2141 - Phage Discovery (M/R 02:00 PM - 04:30 PM)
BIOL 3031, 23297.0, MWF, 10:00 AM - 10:50 AM, 3.0, BIOL 3031 - Cell Biology (M/W/F 10:00 AM - 10:50 AM)
BIOL 3041, 23166.0, MWF, 09:00 AM - 09:50 AM, 3.0, BIOL 3041 - Intro Microbiology (M/W/F 09:00 AM - 09:50 AM)
BIOL 3041L, 23167.0, T, 02:00 PM - 04:30 PM, 1.0, BIOL 3041L - Introductory Microbiology Lab (T 02:00 PM - 04:30 PM)
BIOL 3041L, 23168.0, W, 02:00 PM - 04:30 PM, 1.0, BIOL 3041L - Introductory Microbiology Lab (W 02:00 PM - 04:30 PM)
BIOL 3044, 23169.0, MWF, 01:00 PM - 01:50 PM, 3.0, BIOL 3044 - Introductory Ecology (M/W/F 01:00 PM - 01:50 PM)
BIOL 3044L, 23170.0, M, 02:00 PM - 04:30 PM, 1.0, BIOL 3044L - Introductory Ecology Lab (M 02:00 PM - 04:30 PM)
BIOL 3045, 23171.0, TR, 09:30 AM - 10:45 AM, 3.0, BIOL 3045 - Evolutionary Biology (T/R 09:30 AM - 10:45 AM)
BIOL 3051, 23172.0, TR, 12:30 PM - 01:45 PM, 3.0, BIOL 3051 - Anatomy & Physiology (T/R 12:30 PM - 01:45 PM)
BIOL 3051L, 23173.0, W, 02:00 PM - 04:30 PM, 1.0, BIOL 3051L - Anatomy and Physiology Lab I (W 02:00 PM - 04:30 PM)
BIOL 3051L, 23174.0, R, 02:00 PM - 04:30 PM, 1.0, BIOL 3051L - Anatomy and Physiology Lab I (R 02:00 PM - 04:30 PM)
BIOL 4010, 24317.0, TR, 03:30 PM - 04:45 PM, 3.0, BIOL 4010 - Neurology (T/R 03:30 PM - 04:45 PM)
BIOL 4035, 23177.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOL 4035 - Bioinformatics (M/W/F 11:00 AM - 11:50 AM)
BIOL 4070, 23180.0, MWF, 11:00 AM - 11:50 AM, 2.0, BIOL 4070 - Biology CURE (M/W/F 11:00 AM - 11:50 AM)
BIOL 4089, 24315.0, R, 05:00 PM - 07:30 PM, 3.0, BIOL 4089 - Nutrient Biology (R 05:00 PM - 07:30 PM)
ARTS 1610, 24335.0, TR, 12:30 PM - 01:45 PM, 3.0, ARTS 1610 - g:Drawing Studio I (T/R 12:30 PM - 01:45 PM)
ARTS 1710, 24336.0, TR, 12:30 PM - 02:30 PM, 3.0, ARTS 1710 - g:Intro to Print Making (T/R 12:30 PM - 02:30 PM)
ARTS 2127, 24338.0, MW, 03:00 PM - 05:00 PM, 3.0, ARTS 2127 - g:Digital Interface Design (M/W 03:00 PM - 05:00 PM)
ARTH 2120, 24332.0, TR, 11:00 AM - 12:15 PM, 3.0, ARTH 2120 - History of Art II (Freshman) (T/R 11:00 AM - 12:15 PM)
ARTH 2120, 24333.0, TR, 11:00 AM - 12:15 PM, 3.0, ARTH 2120 - g:History of Art II (T/R 11:00 AM - 12:15 PM)
GEOL 5089, 24403.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOL 5089 - Mineral Deposits (T/R 09:30 AM - 10:45 AM)
GEOL 5089, 23845.0, MT, 02:00 PM - 03:15 PM, 3.0, GEOL 5089 - Advanced Structural Geology (M/T 02:00 PM - 03:15 PM)
GEOL 5089, 24404.0, F, 02:00 PM - 03:15 PM, 1.0, GEOL 5089 - Dataloggers in Geoscience (F 02:00 PM - 03:15 PM)
GEOL 5089, 24408.0, TR, 08:00 AM - 09:15 AM, 3.0, GEOL 5089 - Defract Mthds & Crystallograph (T/R 08:00 AM - 09:15 AM)
GEOL 5089, 24415.0, W, 01:00 PM - 01:50 PM, 1.0, GEOL 5089 - Fndmtls of Sci Comput Sem (W 01:00 PM - 01:50 PM)
GEOL 5089, 24552.0, TR, 12:30 PM - 01:45 PM, 3.0, GEOL 5089 - Geofluids (T/R 12:30 PM - 01:45 PM)
CHEM 3033, 23210.0, MWF, 09:00 AM - 09:50 AM, 3.0, CHEM 3033 - Organic Chemistry I (M/W/F 09:00 AM - 09:50 AM)
CHEM 3033L, 23211.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (M 02:00 PM - 04:30 PM)
CHEM 3033L, 23212.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (T 02:00 PM - 04:30 PM)
CHEM 3033L, 23215.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (R 02:00 PM - 04:30 PM)
CHEM 3033L, 24256.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (W 02:00 PM - 04:30 PM)
CHEM 4011, 23216.0, MWF, 09:00 AM - 09:50 AM, 3.0, CHEM 4011 - Advanced Instrumental Methods (M/W/F 09:00 AM - 09:50 AM)
CHEM 4011L, 23217.0, R, 06:30 PM - 09:00 PM, 1.0, CHEM 4011L - Advanced Instrumental Lab (R 06:30 PM - 09:00 PM)
CHEM 4030, 23219.0, F, 02:00 PM - 02:50 PM, 1.0, CHEM 4030 - Chem and Biochem Seminar (F 02:00 PM - 02:50 PM)
CHEM 4041, 23220.0, MWF, 10:00 AM - 10:50 AM, 3.0, CHEM 4041 - Biochemistry I (M/W/F 10:00 AM - 10:50 AM)
CHEM 4041L, 23221.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 4041L - Biochemistry I Lab (M 02:00 PM - 04:30 PM)
CHEM 4041L, 23222.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 4041L - Biochemistry I Lab (R 02:00 PM - 04:30 PM)
CHEM 4089, 24642.0, F, 04:00 PM - 05:00 PM, 1.0, CHEM 4089 - Lab Safety for Teaching Assist (F 04:00 PM - 05:00 PM)
CHEM 4093, 23233.0, R, 12:30 PM - 01:30 PM, 1.0, CHEM 4093 - Senior Research & Thesis I (R 12:30 PM - 01:30 PM)
CHEM 4093, 23235.0, R, 12:30 PM - 01:30 PM, 1.0, CHEM 4093 - Senior Research & Thesis I (R 12:30 PM - 01:30 PM)
CHEM 4093, 23236.0, R, 12:30 PM - 01:30 PM, 1.0, CHEM 4093 - Senior Research & Thesis I (R 12:30 PM - 01:30 PM)
CHEM 4093, 23237.0, R, 12:30 PM - 01:30 PM, 1.0, CHEM 4093 - Senior Research & Thesis I (R 12:30 PM - 01:30 PM)
CHEM 4093, 23238.0, R, 12:30 PM - 01:30 PM, 1.0, CHEM 4093 - Senior Research & Thesis I (R 12:30 PM - 01:30 PM)
BIOL 5001, 23188.0, M, 12:00 PM - 12:50 PM, 1.0, BIOL 5001 - Graduate  Seminar (M 12:00 PM - 12:50 PM)
BIOL 5035, 23178.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOL 5035 - Bioinformatics (M/W/F 11:00 AM - 11:50 AM)
BIOL 5089, 24316.0, R, 05:00 PM - 07:30 PM, 3.0, BIOL 5089 - Nutrient Biology (R 05:00 PM - 07:30 PM)
GEOL 5093, 23970.0, R, 04:00 PM - 05:00 PM, 1.0, GEOL 5093 - Seminar (R 04:00 PM - 05:00 PM)
AFAS 120, 24237.0, W, 02:00 PM - 02:50 PM, 1.0, AFAS 120 - Heritage and Value I Freshman (W 02:00 PM - 02:50 PM)
AFAS 120L, 24238.0, W, 03:00 PM - 05:00 PM, 1.0, AFAS 120L - Leadership Laboratory Freshman (W 03:00 PM - 05:00 PM)
AFAS 250, 24239.0, W, 01:00 PM - 01:50 PM, 1.0, AFAS 250 - Team and Leadership Fund I (W 01:00 PM - 01:50 PM)
AFAS 250L, 24242.0, W, 03:00 PM - 05:00 PM, 1.0, AFAS 250L - Leadership Lab I (W 03:00 PM - 05:00 PM)
AFAS 300, 24563.0, TR, 02:00 PM - 03:15 PM, 3.0, AFAS 300 - Leading Ppl and Eff Comm I (T/R 02:00 PM - 03:15 PM)
AFAS 300L, 24564.0, W, 03:00 PM - 05:00 PM, 1.0, AFAS 300L - Air Force Leadership Lab (W 03:00 PM - 05:00 PM)
AFAS 329, 24243.0, TRF, 06:30 AM - 07:30 AM, 1.0, AFAS 329 - Active Duty Phys Training Prep (T/R/F 06:30 AM - 07:30 AM)
AFAS 400, 24567.0, TR, 09:30 AM - 10:45 AM, 3.0, AFAS 400 - Natl Security Leadership Res I (T/R 09:30 AM - 10:45 AM)
AFAS 400L, 24568.0, W, 03:00 PM - 05:00 PM, 1.0, AFAS 400L - Air Force Leadership Lab (W 03:00 PM - 05:00 PM)
AE 4035, 24421.0, TR, 09:30 AM - 10:45 AM, 3.0, AE 4035 - Drones (T/R 09:30 AM - 10:45 AM)
ACCT 2110, 23160.0, TR, 09:30 AM - 10:45 AM, 3.0, ACCT 2110 - Fundamentals of Accounting I (T/R 09:30 AM - 10:45 AM)
ACCT 3071, 23744.0, MW, 05:00 PM - 06:15 PM, 3.0, ACCT 3071 - Financial Accounting (M/W 05:00 PM - 06:15 PM)
